time,dt,accel_x,accel_y,accel_z,union_g,gyro_x,gyro_y,gyro_z,pressure,temp,ag,
1430.977019,0.010099,0.014364,-0.076608,-9.801036,-9.801346,0.003195,-0.009585,0,98551.16,27.12,0.0161971,
1430.98711,0.010091,-0.050274,-0.090972,-9.829764,-9.830314,0.003195,-0.001065,0.00213,98551.13,27.12,-0.0127709,
1430.997477,0.010367,-0.016758,-0.086184,-9.822582,-9.822974,0.00213,-0.005325,0.001065,98551.13,27.12,-0.0054309,
1431.008184,0.010706,0,-0.093366,-9.817794,-9.818238,0.00213,-0.00639,0,98551.13,27.12,-0.0006949,
1431.019256,0.011072,-0.064638,-0.08379,-9.829764,-9.830334,0.003195,-0.003195,0.003195,98551.13,27.12,-0.0127909,
1431.029353,0.010097,-0.021546,-0.09576,-9.824976,-9.825466,0.003195,-0.009585,0,98551.13,27.12,-0.0079229,
1431.041508,0.012155,0.02394,-0.10773,-9.832158,-9.832777,0.00213,-0.00426,0.003195,98551,27.12,-0.0152339,
1431.052684,0.011176,-0.01197,-0.088578,-9.824976,-9.825383,0.00213,-0.001065,0,98551,27.12,-0.0078399,
1431.063959,0.011275,0.026334,-0.081396,-9.824976,-9.825348,0.00426,-0.007455,0.001065,98551,27.12,-0.0078049,
1431.075119,0.01116,-0.021546,-0.093366,-9.844128,-9.844594,0.005325,-0.00852,0.001065,98551,27.12,-0.0270509,
1431.086289,0.011171,0.01197,-0.079002,-9.801036,-9.801362,0.003195,-0.00852,-0.001065,98551,27.12,0.0161811,
1431.09831,0.012021,0.007182,-0.081396,-9.813006,-9.813346,0.003195,-0.00639,0.00213,98551,27.12,0.0041971,
1431.108735,0.010425,-0.01197,-0.088578,-9.836946,-9.837352,0.003195,-0.007455,0.001065,98551.05,27.12,-0.0198089,
1431.119774,0.011039,0.014364,-0.067032,-9.813006,-9.813245,0.00213,-0.00852,0.00213,98551.05,27.12,0.0042981,
1431.131026,0.011252,0.01197,-0.07182,-9.810612,-9.810882,0.001065,-0.003195,0.00213,98551.05,27.12,0.0066611,
1431.143422,0.012396,-0.002394,-0.07182,-9.813006,-9.813269,0.005325,-0.007455,0.00213,98551.05,27.12,0.0042741,
1431.153936,0.010514,0.031122,-0.07182,-9.789066,-9.789379,0,-0.005325,0.00213,98551.05,27.12,0.0281641,
1431.16528,0.011344,0.01197,-0.062244,-9.832158,-9.832362,0,-0.001065,0.00213,98551.05,27.12,-0.0148189,
1431.175758,0.010478,0.052668,-0.05985,-9.858492,-9.858814,0.00426,-0.007455,0.00213,98551.05,27.12,-0.0412709,
1431.187049,0.011291,0.067032,-0.07182,-9.805824,-9.806316,0.00213,-0.00852,0.00213,98551.05,27.12,0.0112271,
1431.198168,0.011119,0.074214,-0.074214,-9.829764,-9.830324,0.00426,-0.01065,0.003195,98551.05,27.12,-0.0127809,
1431.209315,0.011147,-0.01197,-0.074214,-9.748368,-9.748658,0.001065,-0.00426,0.001065,98551.05,27.12,0.0688851,
1431.220481,0.011166,-0.07182,-0.038304,-9.781884,-9.782223,0.00213,-0.005325,0.003195,98551.05,27.12,0.0353201,
1431.231725,0.011244,-0.01197,-0.031122,-9.870462,-9.870518,0.003195,-0.007455,0.003195,98551.05,27.12,-0.0529749,
1431.24313,0.011405,-0.002394,-0.076608,-9.836946,-9.837245,-0.001065,0,0.00213,98551.05,27.12,-0.0197019,
1431.254036,0.010906,0.105336,-0.062244,-9.820188,-9.82095,0.005325,-0.011715,0.001065,98551.05,27.12,-0.0034069,
1431.26518,0.011144,-0.079002,-0.069426,-9.8154,-9.815963,0.00426,-0.00639,0,98551.05,27.12,0.0015801,
1431.27641,0.01123,-0.074214,-0.09576,-9.860886,-9.86163,-0.00213,0,0.00213,98551.05,27.12,-0.0440869,
1431.287646,0.011236,0.050274,-0.026334,-9.789066,-9.789231,0.005325,-0.00852,0.003195,98551.05,27.12,0.0283121,
1431.298953,0.011307,-0.138852,-0.105336,-9.836946,-9.83849,0.001065,-0.001065,0,98551.04,27.12,-0.0209469,
1431.310016,0.011063,-0.088578,-0.076608,-9.79146,-9.79216,0.003195,-0.009585,0,98551.04,27.12,0.0253831,
1431.321189,0.011173,-0.04788,-0.100548,-9.844128,-9.844758,0.003195,-0.00852,0.003195,98551.04,27.12,-0.0272149,
1431.332382,0.011193,-0.045486,-0.09576,-9.860886,-9.861456,0.00213,-0.00213,0.001065,98551.04,27.12,-0.0439129,
1431.343549,0.011168,0.02394,-0.079002,-9.822582,-9.822929,0.00639,-0.011715,0.00213,98551.04,27.12,-0.0053859,
1431.354759,0.011209,-0.114912,-0.114912,-9.824976,-9.82632,0.003195,-0.00639,0.001065,98551.04,27.12,-0.0087769,
1431.365897,0.011139,-0.14364,-0.114912,-9.824976,-9.826698,0.001065,-0.00213,0.00213,98551.05,27.12,-0.0091549,
1431.377056,0.011158,0.050274,-0.04788,-9.798642,-9.798888,0.00852,-0.011715,0,98551.05,27.12,0.0186551,
1431.388391,0.011336,0.01197,-0.105336,-9.832158,-9.83273,0.00213,-0.00213,0.00213,98551.05,27.12,-0.0151869,
1431.399565,0.011174,0.074214,-0.07182,-9.765126,-9.765672,0.003195,-0.007455,0.00213,98551.05,27.12,0.0518711,
1431.410861,0.011295,-0.03591,-0.090972,-9.786672,-9.787161,0.00426,-0.011715,0.00213,98551.05,27.12,0.0303821,
1431.421796,0.010935,-0.052668,-0.079002,-9.813006,-9.813465,0.00213,-0.003195,0.001065,98551.05,27.12,0.0040781,
1431.433038,0.011243,0.069426,-0.033516,-9.80343,-9.803733,0.00426,-0.007455,0.001065,98551.12,27.12,0.0138101,
1431.444356,0.011318,0.07182,-0.05985,-9.848916,-9.84936,0.00639,-0.00639,0,98551.12,27.12,-0.0318169,
1431.455389,0.011032,-0.002394,-0.076608,-9.844128,-9.844426,0.00426,-0.00426,0.001065,98551.12,27.12,-0.0268829,
1431.466541,0.011152,0.026334,-0.086184,-9.79146,-9.791875,0.00213,-0.00639,0.00426,98551.12,27.12,0.0256681,
1431.47772,0.011179,0.002394,-0.074214,-9.796248,-9.796529,0.00639,-0.003195,0.003195,98551.12,27.12,0.0210141,
1431.489923,0.012203,0.093366,-0.057456,-9.8154,-9.816012,0.003195,-0.003195,0.001065,98551.12,27.12,0.0015311,
1431.500074,0.010151,0.01197,-0.05985,-9.83934,-9.839529,0.00213,-0.005325,0.00213,98551.15,27.12,-0.0219859,
1431.511327,0.011253,-0.043092,-0.098154,-9.817794,-9.818379,-0.001065,-0.001065,0.001065,98551.15,27.12,-0.0008359,
1431.522483,0.011156,0.069426,-0.074214,-9.781884,-9.782412,0.009585,-0.013845,0.00213,98551.15,27.12,0.0351311,
1431.533651,0.011169,-0.076608,-0.074214,-9.817794,-9.818373,0.00213,-0.003195,0.001065,98551.15,27.12,-0.0008299,
1431.544912,0.01126,-0.016758,-0.081396,-9.872856,-9.873206,0.001065,-0.007455,0.001065,98551.15,27.12,-0.0556629,
1431.556206,0.011294,0.079002,-0.105336,-9.832158,-9.83304,0.003195,-0.003195,-0.00213,98551.15,27.12,-0.0154969,
1431.567321,0.011115,-0.067032,-0.05985,-9.832158,-9.832569,0.003195,-0.001065,0.001065,98551.15,27.12,-0.0150259,
1431.578364,0.011043,0,-0.079002,-9.80343,-9.803748,0.00426,-0.00852,0.00213,98551.15,27.12,0.0137951,
