Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
45.9335403,0.0024375,0.267398,-0.061615,9.845867,9.84969,1.596426,347.024109,1,2,3,4
45.9359779,0.0024376,0.212363,-0.059222,9.824331,9.826805,1.285727,344.417633,1,2,3,4
45.9384193,0.0024414,0.267398,-0.102293,9.841082,9.845245,1.666361,339.065643,1,2,3,4
45.9408569,0.0024376,0.315254,-0.083151,9.826724,9.832131,1.900325,345.224335,1,2,3,4
45.9432983,0.0024414,0.279362,-0.061615,9.857831,9.861981,1.662364,347.562164,1,2,3,4
45.9457359,0.0024376,0.265005,-0.097508,9.869795,9.873834,1.638889,339.799133,1,2,3,4
45.9481773,0.0024414,0.262612,-0.066401,9.850653,9.854377,1.575201,345.810303,1,2,3,4
45.9506149,0.0024376,0.260219,-0.102293,9.833903,9.837877,1.628587,338.540039,1,2,3,4
45.9530563,0.0024414,0.253041,-0.071186,9.829117,9.832631,1.531868,344.287445,1,2,3,4
45.9554939,0.0024376,0.257827,-0.068794,9.826724,9.830346,1.555448,345.060303,1,2,3,4
45.9579353,0.0024414,0.236291,-0.042473,9.845867,9.848794,1.396898,349.810089,1,2,3,4
45.9603691,0.0024338,0.260219,-0.05683,9.862617,9.866213,1.546996,347.680542,1,2,3,4
45.9628105,0.0024414,0.272184,-0.064008,9.886545,9.890498,1.619912,346.76651,1,2,3,4
45.9652481,0.0024376,0.293719,-0.030508,9.898509,9.902913,1.708804,354.069977,1,2,3,4
45.9676895,0.0024414,0.284148,0.036491,9.829117,9.83329,1.669295,7.317931,1,2,3,4
45.9701271,0.0024376,0.276969,0.05324,9.843474,9.847514,1.641275,10.880938,1,2,3,4
45.9725685,0.0024414,0.300897,0.034098,9.812367,9.817039,1.767686,6.465182,1,2,3,4
45.9750061,0.0024376,0.281755,-0.008973,9.845867,9.849902,1.640082,358.175903,1,2,3,4
45.9774437,0.0024376,0.231506,-0.107079,9.857831,9.861131,1.482265,335.177948,1,2,3,4
45.9798851,0.0024414,0.20997,-0.178863,9.860224,9.864081,1.602422,319.573914,1,2,3,4
45.9823227,0.0024376,0.171685,-0.171685,9.879367,9.88235,1.407782,315,1,2,3,4
45.9847641,0.0024414,0.166899,-0.157328,9.865009,9.867675,1.33178,316.690887,1,2,3,4
45.9871979,0.0024338,0.217149,-0.090329,9.867402,9.870205,1.365444,337.413757,1,2,3,4
45.9896393,0.0024414,0.238684,-0.052044,9.843474,9.846505,1.421615,347.699463,1,2,3,4
45.9920769,0.0024376,0.298505,-0.042473,9.850653,9.855267,1.753235,351.902039,1,2,3,4
45.9945183,0.0024414,0.229113,-0.061615,9.845867,9.848725,1.38041,344.947601,1,2,3,4
45.9969559,0.0024376,0.231506,-0.073579,9.843474,9.846471,1.413608,342.368225,1,2,3,4
45.9993973,0.0024414,0.233898,-0.028116,9.860224,9.863038,1.368736,353.14566,1,2,3,4
46.0018349,0.0024376,0.245863,-0.035294,9.84826,9.851392,1.444826,351.830872,1,2,3,4
46.0042763,0.0024414,0.293719,-0.061615,9.850653,9.855224,1.745067,348.152527,1,2,3,4
46.0067139,0.0024376,0.248255,-0.087936,9.867402,9.870916,1.528927,340.494995,1,2,3,4
46.0091553,0.0024414,0.250648,-0.083151,9.853045,9.856584,1.535186,341.647125,1,2,3,4
46.0115929,0.0024376,0.221934,-0.042473,9.824331,9.826929,1.31745,349.166046,1,2,3,4
46.0140343,0.0024414,0.260219,-0.064008,9.817153,9.820809,1.563479,346.180908,1,2,3,4
46.016468,0.0024337,0.267398,-0.013759,9.829117,9.832763,1.560347,357.054504,1,2,3,4
46.0189095,0.0024415,0.238684,-0.035294,9.84826,9.851214,1.403327,351.588654,1,2,3,4
46.021347,0.0024375,0.267398,0.002991,9.84826,9.85189,1.555322,0.640866,1,2,3,4
46.0237885,0.0024415,0.296112,-0.020937,9.872188,9.87665,1.722379,355.955505,1,2,3,4
46.026226,0.0024375,0.300897,-0.030508,9.872188,9.87682,1.754797,354.21048,1,2,3,4
46.0286674,0.0024414,0.293719,0.000598,9.821939,9.826329,1.712922,0.116692,1,2,3,4
46.031105,0.0024376,0.262612,0.005384,9.845867,9.84937,1.528159,1.174464,1,2,3,4
46.0335426,0.0024376,0.281755,0.019741,9.81476,9.818824,1.648414,4.007804,1,2,3,4
46.035984,0.0024414,0.308076,0.002991,9.807582,9.81242,1.799288,0.556252,1,2,3,4
46.0384216,0.0024376,0.315254,0.010169,9.826724,9.831785,1.838453,1.84761,1,2,3,4
46.040863,0.0024414,0.305683,-0.018544,9.857831,9.862587,1.779383,356.528381,1,2,3,4
46.0432968,0.0024338,0.305683,-0.020937,9.843474,9.848242,1.782899,356.081757,1,2,3,4
46.0457382,0.0024414,0.324826,-0.035294,9.84826,9.853679,1.900222,353.798828,1,2,3,4
46.0481758,0.0024376,0.291326,-0.037687,9.84826,9.85264,1.708575,352.628967,1,2,3,4
46.0506172,0.0024414,0.296112,-0.049651,9.838689,9.843269,1.747981,350.481384,1,2,3,4
