Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
2.4540787,0.02,-5.605187,6.434898,4.013362,9.430435,64.812904,131.057846,1,2,3,4
2.4748116,0.02,-4.807181,6.503692,3.829114,8.948134,64.664169,126.469826,1,2,3,4
2.495544,0.02,-4.994419,6.72443,3.649055,9.136617,66.460083,126.602287,1,2,3,4
2.5162768,0.02,-5.312665,6.519245,3.922435,9.279572,64.99511,129.177292,1,2,3,4
2.53701,0.02,-5.220541,5.965905,4.491926,9.111722,60.46315,131.187958,1,2,3,4
2.5577426,0.02,-5.37069,5.763113,4.662415,9.154011,59.380772,132.981384,1,2,3,4
2.5784752,0.02,-5.758327,5.833103,5.408377,9.82008,56.581741,134.630386,1,2,3,4
2.5992081,0.02,-5.503492,6.602396,7.311868,11.284657,49.612953,129.813232,1,2,3,4
2.619941,0.02,-6.05444,6.311069,8.010572,11.859811,47.511791,133.811066,1,2,3,4
2.6406736,0.02,-6.786643,5.493921,5.635695,10.392437,57.160461,141.009155,1,2,3,4
2.6614068,0.02,-6.609574,5.822336,3.804588,9.59484,66.638916,138.623367,1,2,3,4
2.6821396,0.02,-5.596812,6.312864,4.184449,9.417334,63.619213,131.559311,1,2,3,4
2.7028723,0.02,-5.199006,6.617949,5.196014,9.890676,58.308548,128.152878,1,2,3,4
2.7236049,0.02,-5.638687,6.564709,5.725426,10.37645,56.511387,130.660583,1,2,3,4
2.7443378,0.02,-6.075975,5.843871,6.203393,10.466632,53.652382,136.115524,1,2,3,4
2.7650707,0.02,-6.039485,5.558527,6.26441,10.325475,52.64912,137.374634,1,2,3,4
2.7858031,0.02,-5.973083,5.095516,6.211169,10.011025,51.652248,139.533188,1,2,3,4
2.8065362,0.02,-6.37747,4.936991,6.03769,10.074706,53.180798,142.255478,1,2,3,4
2.8272691,0.02,-6.54437,5.185845,5.220541,9.84763,57.985641,141.606232,1,2,3,4
2.848002,0.02,-6.008378,5.834898,5.276772,9.899038,57.787624,135.839203,1,2,3,4
2.8687344,0.02,-5.778666,5.512465,5.338387,9.606177,56.239372,136.350571,1,2,3,4
