Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
12.7777262,0.00245,0.207577,0.002991,9.912866,9.915039,1.199752,0.825531,1,2,3,4
12.7801781,0.0024519,0.162114,0.062812,9.860224,9.861756,1.010075,21.179049,1,2,3,4
12.7826281,0.00245,0.200399,0.019741,9.759726,9.761803,1.182006,5.625911,1,2,3,4
12.785079,0.0024509,0.262612,0.081954,9.757333,9.76121,1.615073,17.331728,1,2,3,4
12.787529,0.00245,0.305683,0.043669,9.752547,9.757435,1.813589,8.130102,1,2,3,4
12.7899799,0.0024509,0.30329,0.046062,9.805189,9.809987,1.792095,8.635734,1,2,3,4
12.7924299,0.00245,0.262612,0.024526,9.853045,9.856575,1.533401,5.335609,1,2,3,4
12.7948818,0.0024519,0.142971,0.031705,9.891331,9.892415,0.848345,12.503421,1,2,3,4
12.7973318,0.00245,0.087936,0.029312,9.900902,9.901336,0.536319,18.43495,1,2,3,4
12.7997828,0.002451,0.157328,0.058026,9.855438,9.856865,0.974781,20.245049,1,2,3,4
12.8022327,0.0024499,0.20997,0.115454,9.802796,9.805725,1.400396,28.804527,1,2,3,4
12.8046827,0.00245,0.375075,0.170489,9.776475,9.785152,2.413137,24.443954,1,2,3,4
12.8071327,0.00245,0.281755,0.110668,9.774082,9.778769,1.773875,21.443972,1,2,3,4
12.8095846,0.0024519,0.162114,0.058026,9.819546,9.821055,1.004636,19.693993,1,2,3,4
12.8120346,0.00245,0.233898,0.058026,9.893723,9.896658,1.395356,13.932759,1,2,3,4
12.8144865,0.0024519,0.169292,0.014955,9.905687,9.907146,0.982977,5.04836,1,2,3,4
12.8169365,0.00245,0.157328,0.067597,9.896116,9.897597,0.991303,23.251156,1,2,3,4
12.8193874,0.0024509,0.119043,0.026919,9.869795,9.870549,0.708312,12.742029,1,2,3,4
12.8218374,0.00245,0.083151,0.007777,9.812367,9.812723,0.487788,5.343056,1,2,3,4
12.8242893,0.0024519,0.238684,0.074776,9.766904,9.770106,1.467004,17.394899,1,2,3,4
12.8267393,0.00245,0.329611,0.089133,9.745368,9.751348,2.006621,15.131865,1,2,3,4
12.8291883,0.002449,0.236291,0.048455,9.788439,9.79141,1.411669,11.588607,1,2,3,4
12.8316393,0.002451,0.231506,0.06999,9.876974,9.879935,1.402769,16.821409,1,2,3,4
12.8340893,0.00245,0.183649,0.019741,9.917651,9.919371,1.066795,6.135272,1,2,3,4
12.8365402,0.0024509,0.107079,0.031705,9.893723,9.894354,0.646798,16.493462,1,2,3,4
12.8389902,0.00245,0.111864,0.050847,9.836296,9.837064,0.715732,24.443956,1,2,3,4
12.8414412,0.002451,0.097508,0.012562,9.764511,9.765006,0.576752,7.341226,1,2,3,4
12.8438911,0.0024499,0.140578,0.031705,9.747761,9.748826,0.84696,12.709388,1,2,3,4
12.8463421,0.002451,0.24347,0.081954,9.807582,9.810946,1.500374,18.603714,1,2,3,4
12.8487921,0.00245,0.212363,0.06999,9.838689,9.841229,1.301911,18.241056,1,2,3,4
12.851243,0.0024509,0.24347,0.026919,9.893723,9.896755,1.418169,6.309288,1,2,3,4
12.853693,0.00245,0.176471,0.041276,9.869795,9.871459,1.052019,13.164718,1,2,3,4
12.856142,0.002449,0.131007,-0.008973,9.826724,9.827601,0.765662,356.081757,1,2,3,4
12.858593,0.002451,0.200399,0.026919,9.836296,9.838374,1.177693,7.650651,1,2,3,4
12.861043,0.00245,0.231506,0.000598,9.824331,9.827059,1.350022,0.148051,1,2,3,4
12.8634949,0.0024519,0.274576,0.067597,9.836296,9.84036,1.646632,13.830462,1,2,3,4
12.8659439,0.002449,0.322433,0.019741,9.807582,9.812901,1.886474,3.503532,1,2,3,4
